signal,sitrep,report_date,province,value,unit,source_note
poe_travellers_screened,088,2026-08-10,Nord-Kivu,76218,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,088,2026-08-10,Tshopo,4168,persons,"section 1.3.1 prose: '216 357 voyageurs ont ete controles (135 971 en Ituri, 76 218 au Nord-Kivu et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_alertes_notifiees,088,2026-08-10,Ensemble,5,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
poe_alertes_notifiees,088,2026-08-10,Ituri,3,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
poe_alertes_notifiees,088,2026-08-10,Nord-Kivu,2,alerts,section 1.3.1 prose: 'Cinq alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 2 au Nord-Kivu)'
eds_investigations_performed,088,2026-08-10,Ituri,70,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 92 alertes de deces (76,1 percent) + Nord-Kivu 54 EDS realises = 124; Tshopo reports 4 zones with PCI activity but no EDS-realises count, a corpse-preparation-only mention"
eds_investigations_performed,088,2026-08-10,Nord-Kivu,54,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 92 alertes de deces (76,1 percent) + Nord-Kivu 54 EDS realises = 124; Tshopo reports 4 zones with PCI activity but no EDS-realises count, a corpse-preparation-only mention"
eds_corpses_swabbed,088,2026-08-10,Ituri,52,corpses,section 1.5.1 prose; Ituri 52 corps preleves post-mortem + Nord-Kivu 94 corps preleves et securises = 146
eds_corpses_swabbed,088,2026-08-10,Nord-Kivu,94,corpses,section 1.5.1 prose; Ituri 52 corps preleves post-mortem + Nord-Kivu 94 corps preleves et securises = 146
eds_death_alerts,088,2026-08-10,Ituri,92,alerts,"section 1.5.1 prose, Ituri only: '92 alertes de deces'; Nord-Kivu gives no alert-count denominator this vintage"
contact_tracing_coverage,089,2026-08-11,Ensemble,82.4,percent,"page-1 tile and section 1.2.1 prose agree (17 085 vus sur 20 728 a suivre); per-province: Nord-Kivu 60.7 percent, others not individually stated"
contacts_under_follow_up,089,2026-08-11,Ensemble,20728,persons,section 1.2.1 prose '17 085 vus sur 20 728 a suivre'
contacts_seen,089,2026-08-11,Ensemble,17085,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,089,2026-08-11,Ensemble,1542,alerts,"'Situation des alertes notifiees par province' table Total General (1 542 alertes enregistrees, 1 423 verifiees / 92,2 percent, dans les 5 provinces); same methodology caveat as 084-088"
poe_travellers_screened,089,2026-08-11,Ensemble,209068,persons,"section 1.3.1 prose: '209 068 voyageurs ont ete controles (113 406 en Ituri, 72 963 au Nord-Kivu, 18 531 au Haut-Uele et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,089,2026-08-11,Haut-Uele,18531,persons,"section 1.3.1 prose: '209 068 voyageurs ont ete controles (113 406 en Ituri, 72 963 au Nord-Kivu, 18 531 au Haut-Uele et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,089,2026-08-11,Ituri,113406,persons,"section 1.3.1 prose: '209 068 voyageurs ont ete controles (113 406 en Ituri, 72 963 au Nord-Kivu, 18 531 au Haut-Uele et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,089,2026-08-11,Nord-Kivu,72963,persons,"section 1.3.1 prose: '209 068 voyageurs ont ete controles (113 406 en Ituri, 72 963 au Nord-Kivu, 18 531 au Haut-Uele et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_travellers_screened,089,2026-08-11,Tshopo,4168,persons,"section 1.3.1 prose: '209 068 voyageurs ont ete controles (113 406 en Ituri, 72 963 au Nord-Kivu, 18 531 au Haut-Uele et 4 168 en Tshopo), avec un taux de depistage de 97 percent'"
poe_alertes_notifiees,089,2026-08-11,Ensemble,6,alerts,section 1.3.1 prose: 'Six (6) alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 3 au Nord-Kivu)'
poe_alertes_notifiees,089,2026-08-11,Ituri,3,alerts,section 1.3.1 prose: 'Six (6) alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 3 au Nord-Kivu)'
poe_alertes_notifiees,089,2026-08-11,Nord-Kivu,3,alerts,section 1.3.1 prose: 'Six (6) alertes ont ete detectees aux differents PoE/PoC (3 en Ituri et 3 au Nord-Kivu)'
eds_investigations_performed,089,2026-08-11,Haut-Uele,2,investigations,"section 1.5.1 prose; Ituri 59 EDS realises sur 64 alertes de deces communautaires (92,1 percent, plus a separately-stated 15 EDS/15 en CTE not added here to avoid mixing categories) + Nord-Kivu 31 EDS realises + Haut-Uele 2 EDS realises = 107 (community-alert EDS only, Ituri CTE-EDS excluded, see source note caveat) Per-province rows carry the community-alert EDS only and sum to 92; the superseded national value of 107 also included the 15 CTE EDS this note excludes."
eds_investigations_performed,089,2026-08-11,Ituri,59,investigations,"section 1.5.1 prose; Ituri 59 EDS realises sur 64 alertes de deces communautaires (92,1 percent, plus a separately-stated 15 EDS/15 en CTE not added here to avoid mixing categories) + Nord-Kivu 31 EDS realises + Haut-Uele 2 EDS realises = 107 (community-alert EDS only, Ituri CTE-EDS excluded, see source note caveat) Per-province rows carry the community-alert EDS only and sum to 92; the superseded national value of 107 also included the 15 CTE EDS this note excludes."
eds_investigations_performed,089,2026-08-11,Nord-Kivu,31,investigations,"section 1.5.1 prose; Ituri 59 EDS realises sur 64 alertes de deces communautaires (92,1 percent, plus a separately-stated 15 EDS/15 en CTE not added here to avoid mixing categories) + Nord-Kivu 31 EDS realises + Haut-Uele 2 EDS realises = 107 (community-alert EDS only, Ituri CTE-EDS excluded, see source note caveat) Per-province rows carry the community-alert EDS only and sum to 92; the superseded national value of 107 also included the 15 CTE EDS this note excludes."
eds_corpses_swabbed,089,2026-08-11,Haut-Uele,3,corpses,section 1.5.1 prose; Ituri 42 corps preleves post-mortem (72 percent) + Nord-Kivu 33 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 78
eds_corpses_swabbed,089,2026-08-11,Ituri,42,corpses,section 1.5.1 prose; Ituri 42 corps preleves post-mortem (72 percent) + Nord-Kivu 33 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 78
eds_corpses_swabbed,089,2026-08-11,Nord-Kivu,33,corpses,section 1.5.1 prose; Ituri 42 corps preleves post-mortem (72 percent) + Nord-Kivu 33 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 78
eds_death_alerts,089,2026-08-11,Haut-Uele,3,alerts,section 1.5.1 prose; Ituri 64 alertes de deces + Nord-Kivu 34 alertes de deces + Haut-Uele 3 alertes de deces = 101 (first vintage since at least 083 to give a Haut-Uele alertes-de-deces count alongside Ituri and Nord-Kivu)
eds_death_alerts,089,2026-08-11,Ituri,64,alerts,section 1.5.1 prose; Ituri 64 alertes de deces + Nord-Kivu 34 alertes de deces + Haut-Uele 3 alertes de deces = 101 (first vintage since at least 083 to give a Haut-Uele alertes-de-deces count alongside Ituri and Nord-Kivu)
eds_death_alerts,089,2026-08-11,Nord-Kivu,34,alerts,section 1.5.1 prose; Ituri 64 alertes de deces + Nord-Kivu 34 alertes de deces + Haut-Uele 3 alertes de deces = 101 (first vintage since at least 083 to give a Haut-Uele alertes-de-deces count alongside Ituri and Nord-Kivu)
contact_tracing_coverage,090,2026-08-12,Ensemble,84.2,percent,"page-1 tile and section 1.2.1 prose agree (17 460 vus sur 20 740 a suivre); per-province: Haut-Uele weakest at 69,7 percent"
contacts_under_follow_up,090,2026-08-12,Ensemble,20740,persons,section 1.2.1 prose '17 460 vus sur 20 740 a suivre'
contacts_seen,090,2026-08-12,Ensemble,17460,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,090,2026-08-12,Ensemble,1531,alerts,"'Situation des alertes notifiees par province' table Total General (1 531 alertes, 1 388/90,7 percent verifiees dans les 6 provinces ayant rapporte; 328/23,6 percent validees comme suspects, 286/87,2 percent investigues, 187 transferes au CT/CTE)"
alerts_validated_alive,090,2026-08-12,Ensemble,227,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,090,2026-08-12,Ensemble,101,alerts,"alert table, validated-suspect decedes"
alerts_investigated,090,2026-08-12,Ensemble,286,alerts,alert table Nombre de suspects investigues
alert_investigation_rate,090,2026-08-12,Ensemble,87.2,percent,"286/328 investigated-of-validated, matches prose '286 (87,2 percent)'"
poe_travellers_screened,090,2026-08-12,Ensemble,158613,persons,"section 1.3.1 prose: '158 613 voyageurs ont ete controles (134 082 en Ituri, 18 379 au Haut-Uele et 6 152 en Tshopo), avec un taux de depistage de 97,4 percent'"
poe_travellers_screened,090,2026-08-12,Haut-Uele,18379,persons,"section 1.3.1 prose: '158 613 voyageurs ont ete controles (134 082 en Ituri, 18 379 au Haut-Uele et 6 152 en Tshopo), avec un taux de depistage de 97,4 percent'"
poe_travellers_screened,090,2026-08-12,Ituri,134082,persons,"section 1.3.1 prose: '158 613 voyageurs ont ete controles (134 082 en Ituri, 18 379 au Haut-Uele et 6 152 en Tshopo), avec un taux de depistage de 97,4 percent'"
poe_travellers_screened,090,2026-08-12,Tshopo,6152,persons,"section 1.3.1 prose: '158 613 voyageurs ont ete controles (134 082 en Ituri, 18 379 au Haut-Uele et 6 152 en Tshopo), avec un taux de depistage de 97,4 percent'"
poe_alertes_notifiees,090,2026-08-12,Ensemble,2,alerts,section 1.3.1 prose: 'Deux (2) alertes ont ete detectees aux differents PoE/PoC (1 en Ituri et 1 au Haut-Uele)'
poe_alertes_notifiees,090,2026-08-12,Haut-Uele,1,alerts,section 1.3.1 prose: 'Deux (2) alertes ont ete detectees aux differents PoE/PoC (1 en Ituri et 1 au Haut-Uele)'
poe_alertes_notifiees,090,2026-08-12,Ituri,1,alerts,section 1.3.1 prose: 'Deux (2) alertes ont ete detectees aux differents PoE/PoC (1 en Ituri et 1 au Haut-Uele)'
eds_investigations_performed,090,2026-08-12,Haut-Uele,2,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 88 alertes (79,5 percent) + Nord-Kivu 44 EDS realises + Haut-Uele 2 EDS realises = 116 (Tshopo gives no EDS-realises count this vintage)"
eds_investigations_performed,090,2026-08-12,Ituri,70,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 88 alertes (79,5 percent) + Nord-Kivu 44 EDS realises + Haut-Uele 2 EDS realises = 116 (Tshopo gives no EDS-realises count this vintage)"
eds_investigations_performed,090,2026-08-12,Nord-Kivu,44,investigations,"section 1.5.1 prose; Ituri 70 EDS realises sur 88 alertes (79,5 percent) + Nord-Kivu 44 EDS realises + Haut-Uele 2 EDS realises = 116 (Tshopo gives no EDS-realises count this vintage)"
eds_corpses_swabbed,090,2026-08-12,Haut-Uele,3,corpses,section 1.5.1 prose; Ituri 50 corps preleves post-mortem + Nord-Kivu 49 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 102
eds_corpses_swabbed,090,2026-08-12,Ituri,50,corpses,section 1.5.1 prose; Ituri 50 corps preleves post-mortem + Nord-Kivu 49 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 102
eds_corpses_swabbed,090,2026-08-12,Nord-Kivu,49,corpses,section 1.5.1 prose; Ituri 50 corps preleves post-mortem + Nord-Kivu 49 corps preleves et securises + Haut-Uele 3 corps preleves par swab = 102
eds_death_alerts,090,2026-08-12,Haut-Uele,3,alerts,section 1.5.1 prose; Ituri 88 alertes de deces (menages+etablissements+CTE) + Nord-Kivu 49 alertes de deces + Haut-Uele 3 alertes de deces = 140
eds_death_alerts,090,2026-08-12,Ituri,88,alerts,section 1.5.1 prose; Ituri 88 alertes de deces (menages+etablissements+CTE) + Nord-Kivu 49 alertes de deces + Haut-Uele 3 alertes de deces = 140
eds_death_alerts,090,2026-08-12,Nord-Kivu,49,alerts,section 1.5.1 prose; Ituri 88 alertes de deces (menages+etablissements+CTE) + Nord-Kivu 49 alertes de deces + Haut-Uele 3 alertes de deces = 140
treatment_admissions_cumulative,090,2026-08-12,Nord-Kivu,231,admissions,"section 1.6.1 prose, Nord-Kivu only: '231 admissions cumulees dans les CTE/CT'"
contact_tracing_coverage,091,2026-08-13,Ensemble,82.6,percent,"page-1 tile and section 1.2.1 prose agree (18 113 vus sur 21 926 a suivre); Haut-Uele weakest at 69,7 percent (restated static)"
contacts_under_follow_up,091,2026-08-13,Ensemble,21926,persons,section 1.2.1 prose '18 113 vus sur 21 926 a suivre'
contacts_seen,091,2026-08-13,Ensemble,18113,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,091,2026-08-13,Ensemble,1679,alerts,"alert table Total General (1 679 alertes, 1 630/97,1 percent verifiees dans les 5 provinces rapportant, Bas-Uele ND; 330/20,2 percent validees, 312/94,5 percent investigues, 253 transferes)"
alerts_validated_alive,091,2026-08-13,Ensemble,230,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,091,2026-08-13,Ensemble,100,alerts,"alert table, validated-suspect decedes"
alerts_investigated,091,2026-08-13,Ensemble,312,alerts,alert table Nombre de suspects investigues
alert_investigation_rate,091,2026-08-13,Ensemble,94.5,percent,"312/330, matches prose '312 (94,5 percent)'"
poe_travellers_screened,091,2026-08-13,Ensemble,267847,persons,"section 1.3.1 prose: 'Au total, 267 847 voyageurs ont ete controles dans les quatre provinces rapportant leurs donnees'"
poe_alertes_notifiees,091,2026-08-13,Ensemble,9,alerts,section 1.3.1 prose: 'Neuf (9) alertes ont ete detectees aux differents PoE/PoC'
eds_investigations_performed,091,2026-08-13,Haut-Uele,4,investigations,section 1.5.1 prose; Ituri 50 EDS realises (65 percent) + Haut-Uele 4 EDS realises = 54 (Nord-Kivu gives an alerte breakdown but no EDS-realises count this vintage)
eds_investigations_performed,091,2026-08-13,Ituri,50,investigations,section 1.5.1 prose; Ituri 50 EDS realises (65 percent) + Haut-Uele 4 EDS realises = 54 (Nord-Kivu gives an alerte breakdown but no EDS-realises count this vintage)
eds_corpses_swabbed,091,2026-08-13,Haut-Uele,4,corpses,section 1.5.1 prose; Ituri 40 corps preleves par swab + Haut-Uele 4 corps preleves par swab = 44 (Nord-Kivu not given)
eds_corpses_swabbed,091,2026-08-13,Ituri,40,corpses,section 1.5.1 prose; Ituri 40 corps preleves par swab + Haut-Uele 4 corps preleves par swab = 44 (Nord-Kivu not given)
eds_death_alerts,091,2026-08-13,Haut-Uele,4,alerts,section 1.5.1 prose; Ituri 77 alertes de deces + Nord-Kivu 35 alertes de deces + Haut-Uele 4 alertes de deces = 116
eds_death_alerts,091,2026-08-13,Ituri,77,alerts,section 1.5.1 prose; Ituri 77 alertes de deces + Nord-Kivu 35 alertes de deces + Haut-Uele 4 alertes de deces = 116
eds_death_alerts,091,2026-08-13,Nord-Kivu,35,alerts,section 1.5.1 prose; Ituri 77 alertes de deces + Nord-Kivu 35 alertes de deces + Haut-Uele 4 alertes de deces = 116
contact_tracing_coverage,092,2026-08-14,Ensemble,83.2,percent,"page-1 tile and section 1.2.1 prose agree (13 987 vus sur 16 802 a suivre); Haut-Uele weakest at 61,6 percent"
contacts_under_follow_up,092,2026-08-14,Ensemble,16802,persons,section 1.2.1 prose '13 987 vus sur 16 802 a suivre'
contacts_seen,092,2026-08-14,Ensemble,13987,persons,"section 1.2.1 prose, see contacts_under_follow_up note"
alerts_total_day,092,2026-08-14,Ensemble,1699,alerts,"alert table Total General (1 699 alertes, 1 549/91,2 percent verifiees dans les 4 provinces rapportant, Bas-Uele+Tshopo ND; 403/26,0 percent validees, 334/82,9 percent investigues, 246 transferes). Section 1.2.1's own prose date reads '13 aout' - a printed typo, since every figure matches this vintage's own 14 August totals exactly."
alerts_validated_alive,092,2026-08-14,Ensemble,267,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,092,2026-08-14,Ensemble,136,alerts,"alert table, validated-suspect decedes"
alerts_investigated,092,2026-08-14,Ensemble,334,alerts,alert table Nombre de suspects investigues
alert_investigation_rate,092,2026-08-14,Ensemble,82.9,percent,"334/403, matches prose '334 (82,9 percent)'"
poe_travellers_screened,092,2026-08-14,Ensemble,221313,persons,"section 1.3.1 prose: 'Au total, 221 313 voyageurs ont ete controles dans les deux provinces ayant transmis des donnees'"
poe_alertes_notifiees,092,2026-08-14,Ensemble,7,alerts,section 1.3.1 prose: 'Sept (7) alertes ont ete detectees aux differents PoE/PoC'
eds_investigations_performed,092,2026-08-14,Haut-Uele,4,investigations,section 1.5.1 prose; Ituri 76 EDS realises (80 percent) + Nord-Kivu 50 EDS realises + Haut-Uele 4 EDS realises = 130
eds_investigations_performed,092,2026-08-14,Ituri,76,investigations,section 1.5.1 prose; Ituri 76 EDS realises (80 percent) + Nord-Kivu 50 EDS realises + Haut-Uele 4 EDS realises = 130
eds_investigations_performed,092,2026-08-14,Nord-Kivu,50,investigations,section 1.5.1 prose; Ituri 76 EDS realises (80 percent) + Nord-Kivu 50 EDS realises + Haut-Uele 4 EDS realises = 130
eds_corpses_swabbed,092,2026-08-14,Haut-Uele,5,corpses,section 1.5.1 prose; Ituri 69 corps preleves par swab + Nord-Kivu 52 corps preleves par swab + Haut-Uele 5 corps preleves par swab = 126
eds_corpses_swabbed,092,2026-08-14,Ituri,69,corpses,section 1.5.1 prose; Ituri 69 corps preleves par swab + Nord-Kivu 52 corps preleves par swab + Haut-Uele 5 corps preleves par swab = 126
eds_corpses_swabbed,092,2026-08-14,Nord-Kivu,52,corpses,section 1.5.1 prose; Ituri 69 corps preleves par swab + Nord-Kivu 52 corps preleves par swab + Haut-Uele 5 corps preleves par swab = 126
eds_death_alerts,092,2026-08-14,Haut-Uele,7,alerts,section 1.5.1 prose; Ituri 95 alertes de deces (72 du jour + 23 reports) + Nord-Kivu 53 alertes de deces + Haut-Uele 7 alertes de deces = 155
eds_death_alerts,092,2026-08-14,Ituri,95,alerts,section 1.5.1 prose; Ituri 95 alertes de deces (72 du jour + 23 reports) + Nord-Kivu 53 alertes de deces + Haut-Uele 7 alertes de deces = 155
eds_death_alerts,092,2026-08-14,Nord-Kivu,53,alerts,section 1.5.1 prose; Ituri 95 alertes de deces (72 du jour + 23 reports) + Nord-Kivu 53 alertes de deces + Haut-Uele 7 alertes de deces = 155
contact_tracing_coverage,093,2026-08-15,Ensemble,85.3,percent,"page-1 tile and section 1.1.2 prose agree (20 791 vus sur 24 383 a suivre); per-province: Ituri 89,8 percent, Tshopo 100 percent, Nord-Kivu 79,0 percent, Haut-Uele 61,8 percent (not consolidated, 4 ZS non-reporting), Sud-Kivu no active contacts"
contacts_under_follow_up,093,2026-08-15,Ensemble,24383,persons,section 1.1.2 prose '20 791 vus sur 24 383 a suivre'
contacts_seen,093,2026-08-15,Ensemble,20791,persons,"section 1.1.2 prose, see contacts_under_follow_up note"
alerts_total_day,093,2026-08-15,Ensemble,1730,alerts,"alert table Total General (1 730 alertes, 1 575/91,0 percent verifiees dans les 4 provinces rapportant, Tshopo ND; 380/24,1 percent validees, 306/80,5 percent investiguees, 263/85,9 percent transferees)"
alerts_validated_alive,093,2026-08-15,Ensemble,278,alerts,"alert table, validated-suspect vivants"
alerts_validated_dead_community,093,2026-08-15,Ensemble,102,alerts,"alert table, validated-suspect decedes"
alerts_investigated,093,2026-08-15,Ensemble,306,alerts,alert table Nombre de suspects investigues
alert_investigation_rate,093,2026-08-15,Ensemble,80.5,percent,"306/380, matches prose '306 (80,5 percent)'"
poe_travellers_screened,093,2026-08-15,Ensemble,298850,persons,"new 'Suivi des indicateurs aux PoE/PoC' table, Global column 'Nombre de personnes passees aux PoE/PoC' (Ituri 132 493 + Nord-Kivu 78 435 + Sud-Kivu 84 432 + Tshopo 3 481 = 298 850; Haut-Uele absent from this table) The four province cells sum to 298841, nine short of the printed Global column of 298850; both are recorded as printed and the reconciliation is the report's."
poe_travellers_screened,093,2026-08-15,Ituri,132493,persons,"new 'Suivi des indicateurs aux PoE/PoC' table, Global column 'Nombre de personnes passees aux PoE/PoC' (Ituri 132 493 + Nord-Kivu 78 435 + Sud-Kivu 84 432 + Tshopo 3 481 = 298 850; Haut-Uele absent from this table) The four province cells sum to 298841, nine short of the printed Global column of 298850; both are recorded as printed and the reconciliation is the report's."
poe_travellers_screened,093,2026-08-15,Nord-Kivu,78435,persons,"new 'Suivi des indicateurs aux PoE/PoC' table, Global column 'Nombre de personnes passees aux PoE/PoC' (Ituri 132 493 + Nord-Kivu 78 435 + Sud-Kivu 84 432 + Tshopo 3 481 = 298 850; Haut-Uele absent from this table) The four province cells sum to 298841, nine short of the printed Global column of 298850; both are recorded as printed and the reconciliation is the report's."
poe_travellers_screened,093,2026-08-15,Sud-Kivu,84432,persons,"new 'Suivi des indicateurs aux PoE/PoC' table, Global column 'Nombre de personnes passees aux PoE/PoC' (Ituri 132 493 + Nord-Kivu 78 435 + Sud-Kivu 84 432 + Tshopo 3 481 = 298 850; Haut-Uele absent from this table) The four province cells sum to 298841, nine short of the printed Global column of 298850; both are recorded as printed and the reconciliation is the report's."
poe_travellers_screened,093,2026-08-15,Tshopo,3481,persons,"new 'Suivi des indicateurs aux PoE/PoC' table, Global column 'Nombre de personnes passees aux PoE/PoC' (Ituri 132 493 + Nord-Kivu 78 435 + Sud-Kivu 84 432 + Tshopo 3 481 = 298 850; Haut-Uele absent from this table) The four province cells sum to 298841, nine short of the printed Global column of 298850; both are recorded as printed and the reconciliation is the report's."
poe_alertes_notifiees,093,2026-08-15,Ensemble,9,alerts,section 1.2.1 prose and table Global column agree: 'Neuf (9) alertes ont ete detectees aux differents PoE/PoC (cinq en Ituri et quatre au Nord-Kivu)'
eds_investigations_performed,093,2026-08-15,Haut-Uele,6,investigations,section 1.4.1 prose; Nord-Kivu 37 EDS realises + Haut-Uele 6 EDS realises = 43 (Ituri gives ring/menage decontamination figures but no EDS-realises-sur-alertes count this vintage)
eds_investigations_performed,093,2026-08-15,Nord-Kivu,37,investigations,section 1.4.1 prose; Nord-Kivu 37 EDS realises + Haut-Uele 6 EDS realises = 43 (Ituri gives ring/menage decontamination figures but no EDS-realises-sur-alertes count this vintage)
eds_corpses_swabbed,093,2026-08-15,Haut-Uele,1,corpses,section 1.4.1 prose; Nord-Kivu 37 corps preleves par swab + Haut-Uele 1 corps preleve par swab = 38 (Ituri not given)
eds_corpses_swabbed,093,2026-08-15,Nord-Kivu,37,corpses,section 1.4.1 prose; Nord-Kivu 37 corps preleves par swab + Haut-Uele 1 corps preleve par swab = 38 (Ituri not given)
eds_death_alerts,093,2026-08-15,Haut-Uele,8,alerts,section 1.4.1 prose; Nord-Kivu 39 alertes de deces + Haut-Uele 8 alertes de deces = 47 (Ituri not given)
eds_death_alerts,093,2026-08-15,Nord-Kivu,39,alerts,section 1.4.1 prose; Nord-Kivu 39 alertes de deces + Haut-Uele 8 alertes de deces = 47 (Ituri not given)
